"","vc66_iv1","vc67_iv1","vc1_iv1","vc10_iv1","vc11_iv1","vc12_iv1","vc13_iv1","vc14_iv1","vc15_iv1","vc16_iv1","vc17_iv1","vc18_iv1","vc19_iv1","vc2_iv1","vc20_iv1","vc21_iv1","vc22_iv1","vc23_iv1","vc24_iv1","vc25_iv1","vc26_iv1","vc27_iv1","vc28_iv1","vc29_iv1","vc3_iv1","vc30_iv1","vc31_iv1","vc32_iv1","vc33_iv1","vc36_iv1","vc37_iv1","vc38_iv1","vc39_iv1","vc4_iv1","vc40_iv1","vc41_iv1","vc42_iv1","vc43_iv1","vc44_iv1","vc45_iv1","vc46_iv1","vc47_iv1","vc48_iv1","vc49_iv1","vc5_iv1","vc50_iv1","vc51_iv1","vc52_iv1","vc53_iv1","vc54_iv1","vc55_iv1","vc56_iv1","vc57_iv1","vc58_iv1","vc59_iv1","vc6_iv1","vc60_iv1","vc61_iv1","vc62_iv1","vc63_iv1","vc64_iv1","vc65_iv1","vc7_iv1","vc8_iv1","vc9_iv1","s34_vc5","s35_vc5","s36_vc5","s37_vc5","s38_vc5","s39_vc5","s40_vc5","s41_vc5","s42_vc5","s43_vc5","s44_vc5","s45_vc5","s46_vc5","s47_vc5","s48_vc5","s49_vc5","s50_vc5","s51_vc5","s52_vc5","s53_vc5","s54_vc5","s55_vc5","s56_vc5","s57_vc5","s58_vc5","s59_vc5","s60_vc5","s61_vc5","s62_vc5","s63_vc5","s64_vc5","s65_vc6","s66_vc6","s67_vc6","s68_vc6","s69_vc6","s70_vc6","s71_vc6","s72_vc6","s73_vc6","s74_vc6","s75_vc6","s76_vc6","s77_vc6","s78_vc6","s79_vc6","s80_vc6","s81_vc6","s82_vc6","s83_vc6","s84_vc6","s85_vc6","s86_vc6","s87_vc6","s88_vc6","s89_vc6","s90_vc6","s91_vc6","s92_vc6","s93_vc6","s94_vc6","s95_vc6","s96_vc6","s97_vc6","s98_vc6","s99_vc6","s100_vc6","s101_vc6","s102_vc6","s103_vc6","s104_vc6","s105_vc6","s106_vc6","s107_vc6","s108_vc6","s109_vc6","s110_vc6","s111_vc6","s112_vc6","s113_vc6","s114_vc6","s115_vc6","s116_vc6","s117_vc6","s118_vc6","s119_vc6","s120_vc6","s121_vc6","s122_vc6","s123_vc6","s124_vc6","s125_vc6","s126_vc6","s127_vc6","s128_vc6","s1_vc09","s10_vc09","s11_vc09","s12_vc09","s13_vc09","s14_vc09","s15_vc09","s16_vc09","s17_vc09","s18_vc09","s19_vc09","s2_vc09","s20_vc09","s21_vc09","s22_vc09","s23_vc09","s24_vc09","s25_vc09","s26_vc09","s27_vc09","s28_vc09","s29_vc09","s3_vc09","s30_vc09","s4_vc09","s5_vc09","s6_vc09","s7_vc09","s8_vc09","s9_vc09","s1_vc13","s10_vc13","s11_vc13","s12_vc13","s13_vc13","s14_vc13","s15_vc13","s16_vc13","s17_vc13","s18_vc13","s19_vc13","s2_vc13","s20_vc13","s21_vc13","s22_vc13","s23_vc13","s24_vc13","s25_vc13","s26_vc13","s27_vc13","s28_vc13","s29_vc13","s3_vc13","s30_vc13","s31_vc13","s32_vc13","s33_vc13","s34_vc13","s35_vc13","s36_vc13","s37_vc13","s38_vc13","s39_vc13","s4_vc13","s40_vc13","s41_vc13","s42_vc13","s43_vc13","s44_vc13","s45_vc13","s5_vc13","s6_vc13","s7_vc13","s8_vc13","s9_vc13","s1_vc17","s10_vc17","s11_vc17","s12_vc17","s13_vc17","s14_vc17","s15_vc17","s16_vc17","s17_vc17","s18_vc17","s19_vc17","s2_vc17","s20_vc17","s21_vc17","s22_vc17","s23_vc17","s24_vc17","s25_vc17","s26_vc17","s27_vc17","s28_vc17","s29_vc17","s3_vc17","s30_vc17","s31_vc17","s32_vc17","s33_vc17","s34_vc17","s35_vc17","s36_vc17","s37_vc17","s38_vc17","s39_vc17","s4_vc17","s40_vc17","s41_vc17","s42_vc17","s5_vc17","s6_vc17","s7_vc17","s8_vc17","s9_vc17"
"lm49 mapping",1178,1516,151,0,0,77,93,156,1619,930,418,5,387,0,631,363,2514,23,0,0,823,218,348,2018,0,45,506,0,751,0,0,0,0,2638,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3753,0,0,0,0,2,0,122,99,2074,535,0,0,0,0,0,0,0,0,0,0,0,0,0,1008,1625,0,0,0,0,0,912,0,0,153,0,0,0,0,0,0,0,0,3507,0,1545,299,92,0,0,189,12611,660,959,217,10317,1081,1384,839,0,0,0,0,0,0,7541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889,1130,0,219,1248,0,0,182,5,5,0,0,0,0,938,754,1605,2012,840,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1748,2720,634,626,1197,1695,0,456,0,0,0,0,0,0,160,997,189,10,3870,9619,3535,1382,337,3174,15839,0,335,11106,5490,1244,1560,0,0,0,50298,6914,0,12524,7191,2937,0,0,875,0,6257,0,0,0,121,0,0,3033,281,744,272,2278,16,104,1112,0,0,0,0,1301,0,0,0,4241,4431,0,0,0,1785,0,0,0,0,6688,0,0,4838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359,0,18022,0,0,0
"lm50 mapping",953,1549,0,0,1202,90,0,315,1588,44,1151,10,287,984,739,208,150,18,0,0,539,18,858,26,0,169,582,76,98,917,0,1579,0,1896,0,0,0,0,0,0,0,108,0,0,654,0,0,0,0,0,0,0,0,590,189,2077,1058,0,0,0,0,0,912,43,1727,370,0,0,0,0,0,0,0,0,0,0,301,0,0,364,646,0,0,0,0,0,0,2369,0,49,0,0,0,0,0,23938,0,0,0,3,0,1451,0,516,0,151,0,2578,1189,805,5,2504,1339,1828,0,7223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66919,0,0,0,0,55,0,0,0,0,4,3,0,0,3843,0,1687,585,1348,1405,482,211,0,0,0,0,0,0,0,0,0,6242,0,0,0,0,0,591,1134,1241,460,1137,6485,1418,0,88,0,0,0,0,0,0,0,32,236,0,1494,4181,978,686,334,3660,0,0,52,4217,1752,889,353,0,0,12306,0,1873,337,5106,11689,1859,0,348,40,0,0,183,0,0,0,0,930,523,10,497,0,0,11,178,0,0,0,0,0,0,0,0,0,0,1412,4464,0,0,869,0,0,0,49,0,5860,0,1402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1404,0,0,0,0,0
"lm51 mapping",886,1322,289,0,0,119,0,0,2216,71,727,116,282,0,1051,169,544,87,0,79,376,17,1106,1,0,19,688,0,353,474,0,423,0,915,0,0,788,0,0,0,0,810,0,730,6,0,1596,768,0,0,897,0,0,5992,2060,1047,1196,0,199,3723,0,3846,31,20,558,719,0,0,0,0,0,0,0,0,0,0,0,5625,0,3140,1255,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,632,342,7545,0,0,1672,4,0,0,0,4500,0,2561,2001,5335,32,2482,1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1838,410,0,204,0,0,0,0,2,0,44,0,0,0,189,780,430,1289,331,267,79050,0,0,0,0,0,0,0,0,0,1723,0,0,4724,0,933,1282,135,496,384,0,2818,0,1869,0,0,0,0,0,0,0,0,0,453,6729,2035,1806,4857,373,621,0,0,1231,7777,989,5994,2361,0,1459,0,48,7130,0,2974,2071,9508,13567,0,0,0,0,0,0,77,168,1051,0,82,2029,1152,0,0,5,10,0,0,0,0,0,1395,0,0,0,104233,0,0,0,2236,1219,0,0,0,0,2218,3452,6101,4808,0,0,0,0,0,0,0,0,0,0,39,772,0,0,1762,0,0,0,0,0
"lm52 mapping",2235,2540,22134,0,269,46,485,229,1200,173,1080,36,1574,30285,1031,444,569,27,0,38,1209,1375,1699,62,213,94,1745,0,2199,4964,57764,5337,17996,5899,0,0,5158,186578,73,1690,0,702,0,411,956,7432,1077,1613,9,0,0,0,0,785,123,2957,557,496,0,541,11,94,263,132,4225,819,0,0,336544,0,0,0,0,0,0,239,3644,4070,5432,5150,2329,0,0,0,0,0,0,0,0,362,0,0,0,0,0,0,0,137,0,0,0,2288,0,0,0,208,0,502,2592,2555,0,433,4577,2637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,911,0,320,0,0,0,94,2641,0,0,0,1035,0,128,980,530,1136,0,415,0,0,0,0,0,0,0,0,0,0,24202,0,0,0,0,743,740,2312,1618,3310,0,3032,0,3578,0,0,0,0,0,0,0,0,0,0,6148,4412,0,2132,343,2799,0,0,288,4640,4271,0,3760,0,1565,43,0,8651,0,5227,217,2829,179,61712,0,0,0,4,0,32,1046,0,0,0,119,1397,0,176,10,118,0,0,0,0,0,3237,0,0,0,0,5774,2065,0,3381,2560,0,0,0,0,6946,5178,10116,6682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,0,0,0,0,0
"lm53 mapping",659,812,0,0,0,11,260,251,380,8,100,0,2,0,136,48,0,15,1,95,822,8,930,25,0,128,1355,95,322,0,0,0,0,3,0,0,0,0,0,0,0,253,0,0,0,0,0,0,0,0,0,0,0,272,0,0,671,1,718,0,0,15,1,0,0,251,0,0,0,0,0,0,0,0,0,0,3888,0,336,800,472,0,0,0,0,0,0,74,0,4,0,0,0,0,0,94,0,221,0,2591,0,1377,0,0,0,154,0,777,593,1591,3,155,221,1245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,529,0,0,2,650,0,0,82,1,0,2216,1328,4136,0,862,595,344,792,876,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,988,1192,604,0,0,0,352,0,1185,0,0,0,0,0,0,1,6,0,122,521,451,2334,2554,0,380,0,0,1186,925,434,3220,899,0,0,0,0,172,58,714,2845,7966,0,0,0,0,0,0,0,3864,36,0,99,0,85,418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,296,0,0,0,0,0,0,0,0,9583,0,685,0,0,0,0,0,0,0,0,0,0,75,0,0,0,868,0,0,0,0,0
"lm54 mapping",2586,2530,0,0,0,37,0,0,808,21,351,3,146,0,421,157,55,420,0,66,491,547,1308,18,0,64,885,0,270,0,0,0,0,1715,0,0,0,0,0,0,23901,348,5095,0,2,0,0,0,0,0,0,0,0,2822,0,1122,1399,465,70,1468,0,222,23,46,959,870,0,0,0,0,0,0,0,0,0,0,3313,0,2671,900,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6009,0,0,0,12644,861,0,0,0,345,0,2073,4994,1155,0,779,5389,948,0,0,0,368,0,0,0,9542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2186,0,0,0,1656,950,0,659,0,0,0,0,22,0,0,0,0,0,278,1229,1965,1929,0,480,8578,0,0,0,0,0,38133,0,0,0,0,0,0,0,0,1661,1272,2069,2441,4253,0,6102,0,1184,15965,0,0,0,0,0,1336,41,0,11,3782,6616,678,3307,100,5457,0,0,1432,4440,663,1618,2825,0,0,0,0,7440,0,10783,3262,8132,2345,420,0,0,0,1331,0,619,112,631,319,1073,310,1715,0,0,3,224,0,0,0,0,0,9152,0,19312,0,3261,6328,5554,22963,2272,6224,0,0,0,2177,5691,19588,6191,35120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,0,0,0,0,16197
"lm55 mapping",1054,590,0,0,0,111,55,123,4635,230,1331,10,781,0,1982,966,2479,44,30,0,363,5,411,2,0,19,562,104,68,0,0,0,0,285,0,0,1490,0,0,0,0,411,0,274,1,0,441,0,0,0,0,0,0,183,3078,238,0,68,0,0,0,0,8,4,253,486,0,0,0,0,0,0,0,0,0,0,604,3485,0,1092,1619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5384,0,0,0,273,0,0,0,9442,1434,611,2,5598,3500,708,0,0,0,0,0,0,0,5569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306,0,0,1616,2104,0,0,0,8,0,276,5544,4984,0,1199,276,0,1515,335,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576,1675,1650,413,847,2660,2381,0,623,0,0,0,0,0,0,0,20,0,24,0,4321,1137,302,0,9289,0,0,143,0,4202,1121,538,0,0,0,0,0,0,6698,1689,664,0,257,0,0,0,1027,0,0,60,0,73,43,140,745,0,401,0,2,0,0,0,0,0,5625,0,0,0,0,1651,1927,0,1864,3865,0,0,0,0,4062,1963,0,16000,0,0,0,0,0,0,0,0,0,0,0,906,0,0,862,0,0,0,0,0
"lm56 mapping",3333,3482,0,733,1152,158,591,196,5369,685,772,3,600,0,1505,506,3001,176,0,304,2394,224,1664,114,278,74,1936,191,1373,6193,0,3215,0,2486,0,0,0,0,0,0,0,0,0,0,683,0,0,0,0,0,0,0,0,2698,2854,797,947,0,76,1778,0,123,28,59,1289,1202,0,0,0,0,0,0,0,0,0,4534,0,0,4023,5272,3809,0,0,0,0,0,0,0,0,653,0,0,0,0,0,0,250,0,0,2494,9695,3978,0,0,0,358,0,4541,3725,1173,0,2089,16747,4812,0,0,29857,0,0,0,53682,0,0,2625,0,0,0,0,0,0,0,0,0,0,0,0,3242,0,0,0,2892,1928,0,849,0,0,0,166,44,0,1629,0,0,0,1006,2401,2741,2114,1483,648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30644,3350,1299,3678,2289,3357,7034,2927,0,3752,0,0,0,0,0,0,82,5,0,0,8919,5549,2575,3222,2259,7329,0,0,762,14209,4180,6758,3227,0,0,80,0,8915,0,8582,4184,5150,592,0,7,0,0,0,0,338,650,1619,321,243,551,2137,0,1030,9,0,1144,0,0,3448,0,0,0,0,0,0,1401,2713,0,4000,0,0,0,0,0,12527,36406,1612,4576,0,0,0,0,827157,0,0,0,185877,0,5243,106,0,819722,0,51275,0,0,0,0
"lm57 mapping",562,224,0,0,0,1,0,0,0,0,0,0,0,0,0,132,1,2,0,0,0,0,1,0,0,0,2,0,0,485,0,773,0,305,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,52,0,177,0,0,0,677,0,0,3,2,94,148,0,0,0,0,0,0,0,0,0,0,0,3891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,74,975,306,198,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,275,0,743,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,1,0,0,0,0,0,0,0,0,0,0,0,213,1293,0,0,1375,0,0,0,0,0,2362,0,1853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326,0,0,0,0,670620
"lm58 mapping",2378,1936,254,0,1043,146,583,0,1469,186,552,1,188,759,801,386,1071,108,0,0,140,20,589,10,0,20,159,0,5,1075,0,2249,0,4996,0,0,1541,0,0,0,16,160,0,0,2963,722,0,0,0,0,0,0,0,1012,16051,2859,0,68,89,1370,0,229,3653,115,2307,909,0,0,0,0,0,0,0,0,0,1533,3985,8227,0,3897,3877,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,69,0,0,6360,3151,0,37,0,345,0,2075,2574,2745,0,2008,2546,3993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,701,0,22738,1571,744,1396,0,0,7,0,48,0,5332,2308,421,698,1442,2412,1273,525,0,0,0,0,0,327313,0,0,0,0,0,0,0,0,0,1754,852,2602,2691,4028,0,2679,0,0,0,0,0,0,0,0,86,0,50448,0,2209,6279,2551,1913,169,4279,0,0,425,2372,4309,6599,897,0,0,957,0,3121,0,7291,6870,2888,564,0,1714,0,0,1177,0,0,0,0,0,471,337,1922,0,70499,1811,34,0,0,0,0,0,388,0,0,0,0,1639,4851,0,7445,870,0,0,0,0,4950,10760,29043,0,0,0,0,0,0,0,0,0,30880,0,0,0,384,0,3414,0,0,0,0,0
"lm59 mapping",5580,5415,196,2883,1737,208,0,522,4920,735,2773,16,605,0,3141,1256,814,110,12,48,1444,666,3463,16,18354,138,1652,0,1067,3874,0,2153,0,8246,0,0,584,0,0,0,0,1491,0,897,3549,0,207,0,757,0,336,0,0,10105,457,4861,7768,99,850,5458,25,505,284,357,4100,2158,0,0,43565,0,0,0,0,0,0,0,6604,6552,7735,7089,5675,0,0,0,0,0,0,531,0,1730,0,0,0,1006,0,0,2103,243,0,10337,5297,6368,0,0,0,926,1884,3704,7877,4696,1682,2514,9332,6633,0,0,17599,0,0,0,6639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2458,3612,0,1464,0,0,0,488,24585,112,1668,0,12,3004,4291,3215,2274,3284,2452,1173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5338,5179,5457,5058,8808,5808,1925,0,7289,0,0,0,0,0,0,40165,515,1100,4316,15441,13158,12279,7856,1513,88005,0,0,2328,19895,13360,19514,11102,0,0,0,121,17880,0,18164,19198,13624,2658,1476,9744,0,0,368,0,0,455,224,2772,26893,149,4457,687,2593,549,26,73,0,0,1708,24265,10524,0,0,0,165518,4751,11958,0,9491,9336,0,0,0,18263,5959,9109,26774,23170,0,0,0,0,0,0,0,0,0,3903,903,1927,0,0,5666,0,0,0,0,848
"lm60 mapping",1842,1813,514,483,286,200,592,414,4715,379,1539,13,893,1710,2529,521,1218,15,0,114,2313,564,2942,14,174,131,2160,131,1135,807,0,1331,0,4180,0,0,580,0,78,0,32,1697,0,0,105,0,1269,2276,251,3466,437,0,0,2399,0,1396,0,0,155,650,29,122,45,29,1991,343,0,0,0,0,0,0,0,0,0,209,31,0,2268,1324,1470,0,0,32167,0,0,0,467,0,27,0,0,0,0,0,0,432,0,0,1,0,163,0,0,0,0,0,866,378,213,219,494,793,599,0,0,0,0,0,0,0,0,0,1868,0,0,0,0,0,15659,0,0,0,0,0,0,0,0,0,0,4705,192,0,246,0,2,0,0,5,0,0,0,0,0,335,118,622,569,264,161,0,0,0,0,0,0,0,0,8995,0,0,0,0,0,0,948,302,749,378,1510,0,0,0,1094,0,0,0,0,0,0,49139,533,0,4729,2423,2769,731,2069,43,1107,0,0,694,4264,1599,741,1889,0,0,0,0,3035,0,3698,910,4765,0,0,58,0,0,0,0,4637,2987,0,16,105,109,631,0,971,0,1392,101,0,0,0,0,0,0,0,0,0,659,392,0,927,858,0,0,0,1204,638,1461,2939,1112,0,0,0,0,0,0,0,0,0,0,0,204,0,0,947,0,0,0,0,0
"lm61 mapping",3027,3236,923,752,112,108,0,0,2843,136,2176,24,485,38322,1288,449,742,47,0,0,1279,253,1045,34,0,90,1851,85,306,0,0,0,0,2265,0,0,0,0,0,0,0,2292,0,1480,195,0,496,3375,0,0,0,0,0,1637,173,2967,2216,0,62,539,0,100,15307,79,1994,726,0,0,0,0,0,0,0,0,0,0,759,1031,8136,2281,988,0,0,0,0,0,0,0,0,648,0,0,0,0,0,0,0,0,3456,1064,0,2169,3,15,6314,318,0,3323,841,1100,11037,4866,1126,2034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,572,690,0,265,0,131,0,2894,115,27,0,0,3363,2066,702,704,961,1069,0,424,0,0,0,0,0,0,0,2373,0,0,0,0,0,0,1969,1759,1195,2492,476,1898,3726,2168,0,2510,0,0,0,0,0,0,169,13791,149,65,7492,3432,4766,3783,597,8247,0,0,1625,6905,748,1519,4342,81,0,2859,50,7845,2,6953,10688,7387,214,0,35,0,27273,0,0,71,0,0,96,548,601,1328,639,169,17,108,391,34739,75058,0,0,3107,0,0,0,0,984,4321,0,815,2768,0,0,0,219,3282,7864,11610,15820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,884,0,0,0,0,0
"lm62 mapping",1198,1111,0,0,0,77,0,112,3032,139,641,0,336,0,1441,176,781,71,294,143,931,266,1456,3,0,68,1054,78,91,0,0,0,0,6,0,0,484,0,0,0,0,542,0,0,0,0,0,1557,0,0,0,0,0,173,0,0,0,0,0,0,0,0,8,0,0,433,0,0,0,0,0,0,0,0,0,0,426,0,0,1061,1471,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,898,0,0,0,2720,298,0,0,0,133,0,165,3571,567,0,7,3474,781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,4,0,0,0,0,0,188,1695,210,901,761,165,0,0,86334,0,0,0,0,0,0,0,0,0,0,0,0,1075,861,1606,215,0,0,1337,0,4158,0,0,0,0,0,58979,0,0,139,749,0,1659,3903,8954,0,1042,0,0,5998,0,5256,1229,5448,0,0,0,1000,100,1104,2443,7156,13455,0,0,7347,0,0,0,0,4726,847,0,0,7385,1152,849,0,0,4045,722,0,0,0,0,0,351,0,0,0,0,442,1715,0,0,1910,0,0,0,7255,0,418,0,391,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1148,0,0,0,0,0
"lm63 mapping",989,1212,0,0,126,31,0,0,1414,35,854,2,163,0,958,132,155,6,0,0,460,197,503,45,0,33,569,0,429,165,0,395,0,149,0,0,0,0,0,0,0,1289,0,1546,11,0,2176,1368,0,0,0,0,0,938,0,0,198,0,54,1359,0,0,8,0,23,427,0,0,0,0,0,0,0,0,0,0,0,0,0,4114,0,0,0,0,0,0,0,16352,0,61,0,0,0,0,0,16,0,0,4435,0,0,526,0,0,0,176,8307,2354,2470,345,3528,544,2693,605,0,0,0,0,0,0,0,34897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1196,0,319,0,30,0,0,2,1,0,0,0,6174,256,798,125,867,358,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1289,0,1373,997,780,0,4462,0,3941,0,0,0,0,0,0,248,0,101,0,1249,1499,478,970,194,780,0,0,186,352,4628,340,2243,0,0,0,13,3891,0,1490,1428,1328,0,0,0,0,0,0,0,57,67,0,0,239,41,1032,0,396,3,0,0,0,0,0,0,164,0,0,0,0,0,1853,0,0,215,0,0,0,0,0,5745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1339,0,0,0,0,0
"lm64 mapping",1338,1996,126,0,0,18,0,0,1577,823,461,12,707,0,440,295,341,84,50,36,1753,2775,1383,1768,0,204,1701,129,10218,0,0,0,22489,2687,0,0,1116,0,0,0,0,171,0,0,69,0,0,0,0,0,3925,0,0,11165,20903,1409,345,224,1091,6804,321,143562,55,55,2118,625,0,0,0,0,0,0,0,0,0,0,0,578,7311,269,1957,0,0,0,0,0,0,653,0,0,0,0,0,0,0,0,0,96,0,3550,0,2045,0,0,0,204,0,2551,2077,1206,0,1097,1494,1758,0,0,0,0,0,0,0,254553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1868,0,1,0,90,0,0,1187,13,0,0,0,0,166,970,929,49,0,338,0,0,0,0,0,0,0,0,0,0,4922,0,0,0,0,1104,0,1491,1959,2176,3845,3090,0,907,83687,0,0,0,0,0,0,21,0,0,232,4108,734,486,0,1596,0,0,225,372,3748,2074,1159,0,0,0,0,469,0,6784,2377,851,0,0,65,0,23132,0,0,15,80,0,428,394,110,1220,0,183,3,0,0,0,0,0,0,131,896,0,0,0,6290,1303,0,2986,2340,0,0,0,0,10538,5988,589,254,0,0,0,0,0,0,0,0,0,0,158,0,0,0,1940,0,0,0,0,2624
"lm65 mapping",3207,3525,472,2741,97,121,367,0,4205,468,2222,21,662,15970,1975,454,1240,96,0,80,885,297,1240,16,241,26,1245,163,527,8460,0,4665,0,7848,0,0,2022,0,50,0,26,2100,0,1804,176,816,2378,1707,1878,0,0,0,0,1086,2627,7064,1986,0,96,678,11,0,1616,225,4999,1569,0,0,0,0,0,2541,0,0,0,0,1,0,2245,4044,5376,0,0,0,0,0,0,0,0,148,0,0,2058,0,0,0,0,124,7861,6751,646,2825,22,1131,0,564,0,5067,2821,3333,9176,7979,2839,2871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,1494,12957,277,3633,0,0,102,934,0,0,32,5934,1938,868,3918,4045,1977,4111,811,0,0,0,0,0,0,0,0,0,0,22046,0,4944,0,0,1276,3274,3098,2772,6180,13567,6756,0,5057,0,0,0,0,0,0,70,0,0,1228,5612,3866,13080,5462,3743,1077,0,0,2755,9264,4035,18982,4874,0,0,68,1840,10087,0,5765,24122,13874,792,0,535,0,11275,147,5607,7213,175,363,0,1237,1190,2788,159,226,1152,4592,319,0,0,2192,0,0,0,0,0,0,6025,7898,0,9943,1691,0,0,0,0,30065,18272,2222,9735,0,5938,0,0,0,0,0,0,181210,8735,0,0,0,0,4054,0,0,0,0,0
"lm66 mapping",1988,2967,1125,1023,0,191,0,165,3153,235,1735,0,2038,0,1567,530,743,17,0,0,333,6,473,51,153,9,303,0,4,800,0,1024,0,2136,0,0,359,0,0,0,0,2878,0,1270,369,0,798,1711,1198,0,0,0,0,1008,429,3379,1290,0,60,0,0,392,1085,31,1367,1113,0,0,0,0,0,0,0,0,0,0,0,0,0,3361,2559,0,0,0,0,0,3524,0,0,502,0,0,0,0,0,0,1727,0,17840,4871,9562,3916,12,360,0,291,2364,4221,5654,3451,1934,3964,7928,3821,0,0,0,0,60974,0,7878,0,8175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215,885,0,502,0,0,0,0,10,0,112,0,7767,0,922,2436,3985,825,461,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2838,816,6671,3238,1514,0,1992,0,6075,0,0,0,0,0,0,290,0,0,792,5781,4997,5504,4433,466,46380,0,0,1451,4902,2574,5633,9599,0,0,0,129,3066,0,7253,5088,9546,0,0,457,0,0,0,0,153,363,0,0,135,1292,2277,0,0,9,49,90,0,0,9084,0,3699,2008,0,0,0,0,4733,278908,3130,6243,0,0,0,0,5687,16846,0,13959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83723,0,0,0,0
"lm67 mapping",2145,2069,156,2069,754,51,950,146,3414,558,1684,12,394,0,1741,948,1819,111,0,50,1810,830,3042,21,10545,268,2999,811,566,0,0,640,0,3763,0,0,1089,0,123,0,21,2277,0,1419,951,0,214,2494,809,0,0,0,0,519,0,2082,1662,0,74,0,0,0,14,77,3230,749,0,0,0,0,0,0,0,0,0,12087,7661,0,0,4107,1475,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,1066,920,374,0,628,623,135,0,0,0,0,0,0,5964,0,0,14551,0,0,0,0,0,0,0,0,0,0,0,0,3706,0,0,0,200,420,0,4729,0,3,0,0,1,50,1153,0,0,4101,90,138,1295,1774,2659,520,0,295995,0,0,0,0,0,0,0,0,136,0,0,0,0,1280,865,54,0,2644,5788,991,0,0,0,0,0,0,0,0,81,0,0,2048,4717,5755,4806,2522,369,3440,0,0,763,6046,4182,7645,1147,0,0,0,53,5916,25,8451,6101,5233,197,0,93,0,0,1154,0,214,169,0,0,700,423,1325,0,277,17,1,0,0,0,3542,0,2112,0,0,0,0,0,2467,0,2864,2658,0,0,0,0,0,13390,4230,1743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2644,0,0,0,0,0
